benchmark_id,gap_decorator,alphabet_type,GAPFLAG,seq_len,runtime avg [ns],runtime stddev [ns],maximum_resident_set_size
2,GVbit,dna4,1,128,1801.85,8464.92,0
2,GVbit,dna4,1,256,2484.8,10400.5,0
2,GVbit,dna4,1,512,3849.0,14761.3,0
2,GVbit,dna4,1,1024,6554.89,23908.1,0
2,GVbit,dna4,1,2048,11959.5,42807.9,0
2,GVbit,dna4,1,4096,22019.6,78298.0,0
2,AL,dna4,0,8,159.441,1007.58,0
2,AL,dna4,0,16,155.96,971.698,0
2,AL,dna4,0,32,153.171,978.204,0
2,AL,dna4,0,64,157.236,974.525,0
2,AL,dna4,0,128,174.866,1026.67,0
2,AL,dna4,0,256,181.015,1054.0,0
2,AL,dna4,0,512,193.08,1148.49,0
2,AL,dna4,0,1024,204.691,1224.01,0
2,AL,dna4,0,2048,222.096,1399.97,0
2,AL,dna4,0,4096,229.682,1503.06,0
2,AL,dna4,1,8,160.824,1005.98,0
2,AL,dna4,1,16,158.364,973.19,0
2,AL,dna4,1,32,162.566,992.989,0
2,AL,dna4,1,64,170.165,1002.84,0
2,AL,dna4,1,128,193.704,1059.62,0
2,AL,dna4,1,256,241.32,1199.06,0
2,AL,dna4,1,512,323.727,1397.29,0
2,AL,dna4,1,1024,479.487,1866.42,0
2,AL,dna4,1,2048,819.012,3024.89,0
2,AL,dna4,1,4096,1468.26,5334.46,0
2,AS,dna4,0,8,359.554,1294.82,0
2,AS,dna4,0,16,475.292,1774.7,0
2,AS,dna4,0,32,477.372,1959.46,0
2,AS,dna4,0,64,1032.59,4728.94,0
2,AS,dna4,0,128,1468.41,8210.11,0
2,AS,dna4,0,256,1659.76,9460.19,0
2,AS,dna4,0,512,2039.91,12655.1,0
2,AS,dna4,0,1024,1948.85,12572.4,0
2,AS,dna4,0,2048,2158.71,15155.0,0
2,AS,dna4,0,4096,2413.02,17834.1,0
2,AS,dna4,1,8,306.062,1141.8,0
2,AS,dna4,1,16,389.914,1491.91,0
2,AS,dna4,1,32,620.17,2395.83,0
2,AS,dna4,1,64,884.413,3651.78,0
2,AS,dna4,1,128,1350.18,5448.97,0
2,AS,dna4,1,256,2417.99,10067.0,0
2,AS,dna4,1,512,4385.8,18332.6,0
2,AS,dna4,1,1024,7630.56,30558.1,0
2,AS,dna4,1,2048,14785.6,58568.8,0
2,AS,dna4,1,4096,28584.5,112639.0,0
2,AB,dna4,0,8,1158.62,90335.4,0
2,AB,dna4,0,16,1303.0,97112.1,0
2,AB,dna4,0,32,918.986,79088.6,0
2,AB,dna4,0,64,1158.12,88033.0,0
2,AB,dna4,0,128,1549.19,104502.0,0
2,AB,dna4,0,256,1074.55,82229.7,0
2,AB,dna4,0,512,1871.7,115513.0,0
2,AB,dna4,0,1024,1321.26,91487.5,0
2,AB,dna4,0,2048,1164.9,78158.3,0
2,AB,dna4,0,4096,1005.56,55829.6,0
2,AB,dna4,1,8,1054.94,87062.0,0
2,AB,dna4,1,16,1428.37,102815.0,0
2,AB,dna4,1,32,1173.47,91016.9,0
2,AB,dna4,1,64,1568.7,106683.0,0
2,AB,dna4,1,128,562.789,54949.6,0
2,AB,dna4,1,256,714.66,64426.3,0
2,AB,dna4,1,512,478.527,45375.4,0
2,AB,dna4,1,1024,516.307,46228.2,0
2,AB,dna4,1,2048,474.289,31857.5,0
2,AB,dna4,1,4096,648.863,32156.2,0
