benchmark_id,gap_decorator,alphabet_type,GAPFLAG,seq_len,runtime avg [ns],runtime stddev [ns],maximum_resident_set_size
3,GVsd,dna4,0,262144,1196560.0,4675420.0,0
3,GVsd,dna4,1,8,49.7332,568.57,0
3,GVsd,dna4,1,16,144.691,1170.28,0
3,GVsd,dna4,1,32,477.855,2711.99,0
3,GVsd,dna4,1,64,738.359,4088.64,0
3,GVsd,dna4,1,128,1354.91,7348.39,0
3,GVsd,dna4,1,256,2772.93,14318.5,0
3,GVsd,dna4,1,512,6944.26,33130.7,0
3,GVsd,dna4,1,1024,19951.4,81881.8,0
3,GVsd,dna4,1,2048,34154.8,135321.0,0
3,GVsd,dna4,1,4096,62950.3,246083.0,0
3,GVsd,dna4,1,8192,120484.0,468912.0,0
3,GVsd,dna4,1,16384,234115.0,909984.0,0
3,GVsd,dna4,1,32768,464309.0,1804310.0,0
3,GVsd,dna4,1,65536,784595.0,3048630.0,0
3,GVsd,dna4,1,131072,1562860.0,6072650.0,0
3,GVsd,dna4,1,262144,3083310.0,11981000.0,0
3,GVbit,dna4,0,8,25.2497,295.463,0
3,GVbit,dna4,0,16,61.249,488.081,0
3,GVbit,dna4,0,32,170.933,955.008,0
3,GVbit,dna4,0,64,261.622,1428.9,0
3,GVbit,dna4,0,128,467.721,2477.88,0
3,GVbit,dna4,0,256,936.877,4691.79,0
3,GVbit,dna4,0,512,2119.12,9645.75,0
3,GVbit,dna4,0,1024,5659.06,22087.2,0
3,GVbit,dna4,0,2048,10749.8,41822.6,0
3,GVbit,dna4,0,4096,20940.9,81397.0,0
3,GVbit,dna4,0,8192,41323.5,160585.0,0
3,GVbit,dna4,0,16384,82133.4,319149.0,0
3,GVbit,dna4,0,32768,160315.0,622978.0,0
3,GVbit,dna4,0,65536,316695.0,1230570.0,0
3,GVbit,dna4,0,131072,534444.0,2076700.0,0
3,GVbit,dna4,0,262144,1066860.0,4145530.0,0
3,GVbit,dna4,1,8,23.6855,267.19,0
3,GVbit,dna4,1,16,60.218,480.026,0
3,GVbit,dna4,1,32,170.485,954.555,0
3,GVbit,dna4,1,64,268.191,1468.4,0
3,GVbit,dna4,1,128,488.748,2598.49,0
3,GVbit,dna4,1,256,994.624,4983.48,0
3,GVbit,dna4,1,512,2333.76,10613.2,0
3,GVbit,dna4,1,1024,6113.03,23827.6,0
3,GVbit,dna4,1,2048,11770.7,45780.7,0
3,GVbit,dna4,1,4096,23036.3,89536.5,0
3,GVbit,dna4,1,8192,45801.3,177983.0,0
3,GVbit,dna4,1,16384,90757.7,352643.0,0
3,GVbit,dna4,1,32768,181375.0,704736.0,0
3,GVbit,dna4,1,65536,356165.0,1383950.0,0
3,GVbit,dna4,1,131072,514661.0,1999970.0,0
3,GVbit,dna4,1,262144,1019040.0,3959550.0,0
3,AS,dna4,0,8,5.21792,70.4695,0
3,AS,dna4,0,16,10.1768,80.9227,0
3,AS,dna4,0,32,20.4826,113.869,0
3,AS,dna4,0,64,21.1008,115.442,0
3,AS,dna4,0,128,22.4645,119.188,0
3,AS,dna4,0,256,25.0896,125.805,0
3,AS,dna4,0,512,30.2926,138.283,0
3,AS,dna4,0,1024,40.6632,158.709,0
3,AS,dna4,0,2048,40.8153,160.688,0
3,AS,dna4,0,4096,40.824,159.589,0
3,AS,dna4,0,8192,40.7637,158.644,0
3,AS,dna4,0,16384,40.9164,160.744,0
3,AS,dna4,0,32768,41.1082,160.764,0
3,AS,dna4,0,65536,41.2079,162.375,0
3,AS,dna4,0,131072,41.0801,159.708,0
3,AS,dna4,0,262144,41.2349,160.972,0
3,AS,dna4,1,8,12.3234,147.77,0
3,AS,dna4,1,16,40.8803,343.401,0
3,AS,dna4,1,32,145.479,831.728,0
3,AS,dna4,1,64,303.888,1685.03,0
3,AS,dna4,1,128,669.015,3569.06,0
3,AS,dna4,1,256,1629.72,8181.93,0
3,AS,dna4,1,512,4111.33,18682.1,0
3,AS,dna4,1,1024,11803.6,45889.3,0
3,AS,dna4,1,2048,25377.5,98660.1,0
3,AS,dna4,1,4096,51735.5,201041.0,0
3,AS,dna4,1,8192,110603.0,429804.0,0
3,AS,dna4,1,16384,227141.0,882707.0,0
3,AS,dna4,1,32768,486336.0,1889700.0,0
3,AS,dna4,1,65536,1017270.0,3952640.0,0
3,AS,dna4,1,131072,2151120.0,8358220.0,0
3,AS,dna4,1,262144,4513730.0,17538600.0,0
3,AB,dna4,0,8,3.51516,52.144,0
3,AB,dna4,0,16,6.53184,51.656,0
3,AB,dna4,0,32,13.3046,73.7569,0
3,AB,dna4,0,64,14.1677,77.9935,0
3,AB,dna4,0,128,15.7151,83.1747,0
3,AB,dna4,0,256,19.7014,99.5701,0
3,AB,dna4,0,512,27.8248,126.264,0
3,AB,dna4,0,1024,48.33,187.948,0
3,AB,dna4,0,2048,70.7857,275.08,0
3,AB,dna4,0,4096,115.982,454.082,0
3,AB,dna4,0,8192,205.369,800.083,0
3,AB,dna4,0,16384,373.241,1451.51,0
3,AB,dna4,0,32768,718.73,2793.22,0
3,AB,dna4,0,65536,1417.79,5513.89,0
3,AB,dna4,0,131072,2800.51,10882.1,0
3,AB,dna4,0,262144,5579.53,21680.2,0
3,AB,dna4,1,8,3.31597,37.4438,0
3,AB,dna4,1,16,6.54772,51.9307,0
3,AB,dna4,1,32,13.1826,80.5532,0
3,AB,dna4,1,64,13.4628,74.109,0
3,AB,dna4,1,128,14.5231,81.5696,0
3,AB,dna4,1,256,16.6164,83.2194,0
3,AB,dna4,1,512,21.6822,98.8292,0
3,AB,dna4,1,1024,33.9878,132.983,0
3,AB,dna4,1,2048,42.9789,167.815,0
3,AB,dna4,1,4096,60.9474,237.354,0
3,AB,dna4,1,8192,98.394,382.424,0
3,AB,dna4,1,16384,170.221,661.776,0
3,AB,dna4,1,32768,320.833,1247.01,0
3,AB,dna4,1,65536,619.581,2408.64,0
3,AB,dna4,1,131072,1203.92,4678.91,0
3,AB,dna4,1,262144,2380.31,9250.67,0
3,AB2,dna4,0,8,3.2689,50.6884,0
3,AB2,dna4,0,16,7.05573,56.7054,0
3,AB2,dna4,0,32,21.022,127.257,0
3,AB2,dna4,0,64,22.018,125.504,0
3,AB2,dna4,0,128,28.1139,172.661,0
3,AB2,dna4,0,256,48.021,336.868,0
3,AB2,dna4,0,512,115.383,802.703,0
3,AB2,dna4,0,1024,373.73,2166.84,0
3,AB2,dna4,0,2048,388.485,2207.47,0
3,AB2,dna4,0,4096,413.836,2275.16,0
3,AB2,dna4,0,8192,461.28,2406.35,0
3,AB2,dna4,0,16384,554.896,2687.98,0
3,AB2,dna4,0,32768,738.319,3289.95,0
3,AB2,dna4,0,65536,1101.13,4570.03,0
3,AB2,dna4,0,131072,1818.85,7248.4,0
3,AB2,dna4,0,262144,3249.59,12728.8,0
3,AB2,dna4,1,8,5.76582,73.091,0
3,AB2,dna4,1,16,7.53017,64.5344,0
3,AB2,dna4,1,32,19.966,125.724,0
3,AB2,dna4,1,64,20.1773,131.141,0
3,AB2,dna4,1,128,29.463,195.9,0
3,AB2,dna4,1,256,54.2601,403.243,0
3,AB2,dna4,1,512,30.5332,154.014,0
3,AB2,dna4,1,1024,366.552,2141.97,0
3,AB2,dna4,1,2048,43.17,178.442,0
3,AB2,dna4,1,4096,372.608,2137.05,0
3,AB2,dna4,1,8192,394.14,2201.97,0
3,AB2,dna4,1,16384,434.487,2304.85,0
3,AB2,dna4,1,32768,196.852,768.402,0
3,AB2,dna4,1,65536,663.829,3023.49,0
3,AB2,dna4,1,131072,971.774,4088.15,0
3,AB2,dna4,1,262144,1576.67,6329.71,0
