benchmark_id,gap_decorator,alphabet_type,GAPFLAG,seq_len,runtime avg [ns],runtime stddev [ns],maximum_resident_set_size
2,AB,dna4,1,262144,11987.7,50179.1,0
2,AB2,dna4,0,8,21.0565,91.7732,0
2,AB2,dna4,0,16,20.3454,83.5323,0
2,AB2,dna4,0,32,27.064,111.655,0
2,AB2,dna4,0,64,28.4499,117.392,0
2,AB2,dna4,0,128,37.0261,153.665,0
2,AB2,dna4,0,256,52.329,221.127,0
2,AB2,dna4,0,512,55.4457,228.257,0
2,AB2,dna4,0,1024,56.5217,224.993,0
2,AB2,dna4,0,2048,64.5903,256.585,0
2,AB2,dna4,0,4096,81.3245,323.101,0
2,AB2,dna4,0,8192,110.959,447.818,0
2,AB2,dna4,0,16384,166.511,689.765,0
2,AB2,dna4,0,32768,220.134,943.073,0
2,AB2,dna4,0,65536,375.347,1634.3,0
2,AB2,dna4,0,131072,701.053,3103.7,0
2,AB2,dna4,0,262144,1349.18,6023.46,0
2,AB2,dna4,1,8,19.8479,86.3669,0
2,AB2,dna4,1,16,18.3198,74.3495,0
2,AB2,dna4,1,32,21.6963,90.5122,0
2,AB2,dna4,1,64,25.6145,110.604,0
2,AB2,dna4,1,128,33.2677,138.369,0
2,AB2,dna4,1,256,43.1579,176.75,0
2,AB2,dna4,1,512,53.1237,220.929,0
2,AB2,dna4,1,1024,55.3725,229.058,0
2,AB2,dna4,1,2048,67.1316,297.322,0
2,AB2,dna4,1,4096,94.2839,498.738,0
2,AB2,dna4,1,8192,132.206,831.563,0
2,AB2,dna4,1,16384,212.279,1528.36,0
2,AB2,dna4,1,32768,392.948,3092.84,0
2,AB2,dna4,1,65536,741.966,6099.87,0
2,AB2,dna4,1,131072,1480.85,12566.1,0
2,AB2,dna4,1,262144,2899.95,24999.1,0
